,org_id,repo_id,name,full_name,fork,forks_count,size,has_issues,has_wiki,language,stargazers_count,watchers_count,created_at,updated_at,homepage
935,apache,206424,cassandra,apache/cassandra,False,1364,237567,False,False,Java,2989,2989,2009-05-21 02:10:09,2016-09-22 18:46:47,http://cassandra.apache.org
943,apache,318103,pdfbox,apache/pdfbox,False,205,88808,False,False,Java,348,348,2009-09-26 08:00:19,2016-09-21 15:51:11,http://pdfbox.apache.org/
945,apache,419555,libcloud,apache/libcloud,False,574,20537,False,False,Python,928,928,2009-12-11 09:00:14,2016-09-23 02:44:56,http://libcloud.apache.org
972,apache,6935442,isis,apache/isis,False,176,144452,False,False,Java,258,258,2012-11-30 08:00:24,2016-09-20 20:11:12,http://isis.apache.org
977,apache,7827081,incubator-predictionio,apache/incubator-predictionio,False,1495,41934,True,False,Scala,9611,9611,2013-01-25 19:42:32,2016-09-22 19:58:59,http://prediction.io/
981,apache,9290699,tez,apache/tez,False,124,26557,False,False,Java,116,116,2013-04-08 07:20:23,2016-09-07 06:04:57,http://tez.apache.org
1026,apache,30449481,tinkerpop,apache/tinkerpop,False,151,119775,False,False,Java,255,255,2015-02-07 08:00:05,2016-09-23 02:16:17,http://tinkerpop.apache.org/
1050,tensorflow,45717250,tensorflow,tensorflow/tensorflow,False,14015,230290,True,False,C++,32421,32421,2015-11-07 01:19:20,2016-09-23 05:11:38,http://tensorflow.org
1052,tensorflow,50461701,serving,tensorflow/serving,False,185,1434,True,False,C++,680,680,2016-01-26 21:48:20,2016-09-22 10:26:03,https://tensorflow.github.io/serving
1054,tensorflow,55434242,playground,tensorflow/playground,False,506,1189,True,True,TypeScript,3530,3530,2016-04-04 18:18:40,2016-09-23 03:28:30,http://playground.tensorflow.org
1056,django,667705,djangosnippets.org,django/djangosnippets.org,False,25,770,True,False,Python,166,166,2010-05-15 03:29:31,2016-09-22 14:53:08,https://djangosnippets.org
1057,django,690903,djangoproject.com,django/djangoproject.com,False,281,15945,True,False,JavaScript,638,638,2010-05-28 11:27:09,2016-09-22 18:47:26,https://www.djangoproject.com/
1059,django,1646442,django-dev-dashboard,django/django-dev-dashboard,False,33,5193,True,False,Python,174,174,2011-04-21 17:41:32,2016-09-21 02:39:31,http://dashboard.djangoproject.com/
1060,django,4164482,django,django/django,False,8583,200957,False,False,Python,21327,21327,2012-04-28 02:47:18,2016-09-23 04:57:44,https://www.djangoproject.com/
1062,django,10264130,django-localflavor,django/django-localflavor,False,163,11058,True,False,Python,236,236,2013-05-24 10:20:36,2016-09-21 22:47:12,https://django-localflavor.readthedocs.io/
1064,django,24818563,django-formtools,django/django-formtools,False,33,619,True,False,Python,124,124,2014-10-05 15:18:45,2016-09-16 14:03:50,http://django-formtools.rtfd.org/
1065,django,36818673,channels,django/channels,False,166,1020,True,True,Python,1459,1459,2015-06-03 17:16:20,2016-09-23 01:16:59,https://channels.readthedocs.io
1067,docker,7691631,docker,docker/docker,False,10375,210477,True,True,Go,35233,35233,2013-01-18 18:10:57,2016-09-23 04:39:12,http://www.docker.com
1074,docker,15045751,compose,docker/compose,False,1243,19543,True,True,Python,8240,8240,2013-12-09 11:40:58,2016-09-23 03:24:31,https://docs.docker.com/compose/
1075,docker,15693680,libcontainer,docker/libcontainer,False,280,8087,False,False,Go,928,928,2014-01-07 03:05:05,2016-09-17 12:22:43,https://github.com/opencontainers/runc
1078,docker,23404839,kitematic,docker/kitematic,False,648,103378,True,True,JavaScript,6423,6423,2014-08-27 20:44:59,2016-09-23 05:02:50,https://kitematic.com
1079,docker,27494663,machine,docker/machine,False,951,42430,True,True,Go,3525,3525,2014-12-03 15:52:06,2016-09-22 19:05:52,https://docs.docker.com/machine/
1083,docker,35394510,docker-bench-security,docker/docker-bench-security,False,152,461,True,False,Shell,1616,1616,2015-05-11 00:57:26,2016-09-22 18:51:53,https://dockerbench.com
1084,docker,35969237,libcompose,docker/libcompose,False,88,3591,True,True,Go,351,351,2015-05-20 19:22:20,2016-09-12 20:49:59,https://godoc.org/github.com/docker/libcompose
1086,docker,37743436,notary,docker/notary,False,109,33213,True,True,Go,711,711,2015-06-19 20:07:53,2016-09-22 12:30:01,https://docker.com
1088,docker,38274922,toolbox,docker/toolbox,False,205,12339,True,True,Inno Setup,795,795,2015-06-29 22:39:27,2016-09-23 01:15:37,https://docker.com/toolbox
1094,docker,46089560,containerd,docker/containerd,False,119,8389,True,True,Go,531,531,2015-11-13 00:27:43,2016-09-22 18:52:37,https://containerd.tools/
1097,docker,50603581,dockercloud-haproxy,docker/dockercloud-haproxy,False,69,198,True,True,Python,232,232,2016-01-28 18:24:31,2016-09-22 22:58:17,https://cloud.docker.com/
1107,nodejs,5187096,readable-stream,nodejs/readable-stream,False,86,962,True,True,JavaScript,446,446,2012-07-26 02:52:52,2016-09-22 18:20:58,https://nodejs.org/api/stream.html
1112,nodejs,27193779,node,nodejs/node,False,4348,304638,True,True,JavaScript,26973,26973,2014-11-26 19:57:11,2016-09-23 05:04:26,https://nodejs.org
1113,nodejs,27196756,iojs.org,nodejs/iojs.org,False,140,2415,True,True,JavaScript,208,208,2014-11-26 21:23:00,2016-09-07 06:36:58,https://iojs.org
1114,nodejs,27929056,docker-node,nodejs/docker-node,False,163,317,True,True,Shell,683,683,2014-12-12 16:48:48,2016-09-22 07:52:21,https://hub.docker.com/_/node/
1116,nodejs,30468251,nodejs-ko,nodejs/nodejs-ko,False,38,4515,True,True,CSS,137,137,2015-02-07 20:00:23,2016-09-02 06:52:09,https://nodejs.github.io/nodejs-ko/
1117,nodejs,30476436,nodejs-zh-CN,nodejs/nodejs-zh-CN,False,57,5144,True,True,CSS,374,374,2015-02-08 01:07:23,2016-09-12 02:39:39,https://iojs.org/zh/index.html
1121,nodejs,34876145,node-convergence-archive,nodejs/node-convergence-archive,False,127,168143,True,True,JavaScript,2019,2019,2015-04-30 20:50:00,2016-09-17 12:20:34,https://github.com/nodejs/io.js/issues/2327
1122,nodejs,37717474,nodejs.org,nodejs/nodejs.org,False,801,32722,True,False,JavaScript,474,474,2015-06-19 11:05:10,2016-09-22 18:52:06,https://nodejs.org
1127,npm,321278,npm,npm/npm,False,2147,51204,True,True,JavaScript,10383,10383,2009-09-29 17:21:24,2016-09-23 01:45:59,http://www.npmjs.com/
1129,npm,1355753,npm-registry-couchapp,npm/npm-registry-couchapp,False,150,1224,True,True,JavaScript,459,459,2011-02-11 16:44:33,2016-09-19 14:54:04,https://www.npmjs.org/
1137,npm,4580780,npm-registry-client,npm/npm-registry-client,False,71,665,True,True,JavaScript,123,123,2012-06-07 03:23:02,2016-09-09 09:58:01,http://npm.im/npm-registry-client
1140,npm,24162061,npm-expansions,npm/npm-expansions,False,776,1300,True,True,JavaScript,475,475,2014-09-17 20:54:09,2016-09-20 13:59:33,http://npm.im/npm-expansions
1141,npm,27984586,marky-markdown,npm/marky-markdown,False,33,1416,True,True,JavaScript,232,232,2014-12-14 05:36:22,2016-09-21 11:31:38,http://npm.im/marky-markdown
1143,BVLC,12791642,caffe,BVLC/caffe,False,7714,288957,True,True,C++,12603,12603,2013-09-12 18:39:48,2016-09-23 04:57:42,http://caffe.berkeleyvision.org/
1145,cloudera,581678,sqoop,cloudera/sqoop,False,52,8008,False,True,Java,160,160,2010-03-27 02:16:19,2016-09-05 15:55:38,http://incubator.apache.org/projects/sqoop.html
1146,cloudera,712229,flume,cloudera/flume,False,180,47820,False,True,Java,870,870,2010-06-09 19:26:36,2016-09-20 02:03:59,http://www.cloudera.com/hadoop
1147,cloudera,732593,hue,cloudera/hue,False,842,649843,True,True,Python,1951,1951,2010-06-21 19:46:51,2016-09-22 11:27:56,http://gethue.com
1148,cloudera,970814,RecordBreaker,cloudera/RecordBreaker,False,32,7300,True,True,Java,138,138,2010-10-07 22:49:02,2016-09-22 06:15:18,http://cloudera.github.com/RecordBreaker/
1149,cloudera,2536041,crunch,cloudera/crunch,False,77,6519,True,True,Java,312,312,2011-10-08 00:06:32,2016-09-01 17:12:38,http://crunch.apache.org
1154,cloudera,6282442,Impala,cloudera/Impala,False,685,9558484,False,True,C++,1664,1664,2012-10-18 17:12:11,2016-09-22 03:36:37,http://impala.io
1156,cloudera,9060949,cdk,cloudera/cdk,False,106,38025,True,True,Java,197,197,2013-03-27 18:38:38,2016-09-18 06:34:54,http://cloudera.github.io/cdk/docs/current/
1160,cloudera,25993334,kudu,cloudera/kudu,False,150,31848,False,False,C++,534,534,2014-10-30 23:03:10,2016-09-22 16:22:15,https://kudu.apache.org
1162,cloudera,34139230,ibis,cloudera/ibis,False,95,2993,True,True,Python,748,748,2015-04-17 20:43:46,2016-09-20 20:31:02,http://ibis-project.org
1163,cloudera,46328956,livy,cloudera/livy,False,100,6812,False,True,Scala,247,247,2015-11-17 06:55:45,2016-09-21 14:42:39,http://livy.io/
1168,databricks,23332040,spark-training,databricks/spark-training,False,141,682214,True,True,Scala,154,154,2014-08-25 23:25:36,2016-09-07 09:12:43,http://databricks.com/training
1169,databricks,24648767,spark-avro,databricks/spark-avro,False,141,1633,True,True,Scala,256,256,2014-09-30 17:50:58,2016-09-22 18:18:41,http://databricks.com/
1171,databricks,27461793,spark-csv,databricks/spark-csv,False,265,890,True,False,Scala,596,596,2014-12-03 00:56:21,2016-09-18 12:26:57,http://databricks.com/
1177,oracle,28612154,node-oracledb,oracle/node-oracledb,False,264,138914,True,False,JavaScript,754,754,2014-12-30 00:53:54,2016-09-22 23:02:09,http://www.oracle.com/technetwork/database/database-technologies/scripting-languages/node_js/
1178,oracle,49915175,oraclejet,oracle/oraclejet,False,30,17267,True,False,JavaScript,144,144,2016-01-19 00:35:28,2016-09-21 02:21:14,http://oraclejet.org
1182,mysql,24494032,mysql-server,mysql/mysql-server,False,538,1358767,False,False,C++,1264,1264,2014-09-26 09:31:03,2016-09-23 01:45:13,http://www.mysql.com/
1184,d3,943149,d3,d3/d3,False,14804,64390,True,True,JavaScript,55053,55053,2010-09-27 17:22:42,2016-09-23 04:50:24,https://d3js.org
1185,d3,3293729,d3-queue,d3/d3-queue,False,120,211,True,False,JavaScript,1244,1244,2012-01-28 22:16:37,2016-09-21 20:02:29,http://bl.ocks.org/mbostock/1696080
1186,d3,3878981,d3-plugins,d3/d3-plugins,False,627,1671,True,False,JavaScript,1603,1603,2012-03-30 17:18:53,2016-09-22 16:06:09,https://github.com/mbostock/d3/wiki/Plugins
1187,d3,4179076,d3.github.com,d3/d3.github.com,False,57,23844,False,False,JavaScript,130,130,2012-04-30 01:54:15,2016-09-18 13:55:57,https://d3js.org/
1195,openaddresses,16594532,openaddresses,openaddresses/openaddresses,False,550,8527,True,True,JavaScript,709,709,2014-02-06 21:29:20,2016-09-23 00:32:54,http://openaddresses.io/
1196,emberjs,1791812,starter-kit,emberjs/starter-kit,False,225,8292,True,False,JavaScript,400,400,2011-05-24 05:11:07,2016-09-08 10:51:05,https://github.com/emberjs/starter-kit/tags
1197,emberjs,1801829,ember.js,emberjs/ember.js,False,3575,76005,True,False,JavaScript,16832,16832,2011-05-25 23:39:40,2016-09-22 23:08:45,http://www.emberjs.com
1200,emberjs,3091591,ember-rails,emberjs/ember-rails,False,272,19174,True,True,Ruby,1382,1382,2012-01-03 02:48:12,2016-09-22 18:48:44,https://github.com/emberjs/ember-rails
1205,emberjs,40514294,ember-collection,emberjs/ember-collection,False,54,3663,True,True,JavaScript,157,157,2015-08-11 01:19:12,2016-09-21 03:03:26,http://emberjs.com/ember-collection/
1210,ValveSoftware,10980729,source-sdk-2013,ValveSoftware/source-sdk-2013,False,997,624641,True,False,C++,1760,1760,2013-06-26 22:21:13,2016-09-23 02:00:26,https://developer.valvesoftware.com/wiki/SDK2013_GettingStarted
1220,ValveSoftware,34289265,openvr,ValveSoftware/openvr,False,428,187582,True,True,C#,1704,1704,2015-04-20 22:08:37,2016-09-22 23:07:35,http://steamvr.com
1224,ansible,3638964,ansible,ansible/ansible,False,5748,64535,True,False,Python,18926,18926,2012-03-06 14:58:02,2016-09-23 05:14:18,http://ansible.com/
1226,ansible,12345160,tower-cli,ansible/tower-cli,False,62,689,True,False,Python,135,135,2013-08-24 15:19:04,2016-09-21 00:11:52,ansible.com/tower
1231,golang,1914329,gddo,golang/gddo,False,139,2133,True,True,Go,633,633,2011-06-18 02:42:58,2016-09-21 12:16:07,http://godoc.org/
1235,golang,16719334,appengine,golang/appengine,False,73,848,True,False,Go,273,273,2014-02-11 04:24:51,2016-09-17 22:29:36,http://google.golang.org/appengine
1236,golang,18765044,oauth2,golang/oauth2,False,245,1537,True,True,Go,844,844,2014-04-14 15:07:35,2016-09-22 08:15:05,https://godoc.org/golang.org/x/oauth2
1238,golang,23096959,go,golang/go,False,2687,257079,True,True,Go,20375,20375,2014-08-19 04:33:40,2016-09-23 04:46:41,https://golang.org
1240,golang,27146054,tools,golang/tools,False,264,16748,False,False,Go,976,976,2014-11-25 21:07:26,2016-09-22 18:51:20,https://godoc.org/golang.org/x/tools
1242,golang,27522233,blog,golang/blog,False,38,10062,False,False,Go,106,106,2014-12-04 04:02:42,2016-09-19 16:54:22,https://blog.golang.org
1243,golang,27522241,crypto,golang/crypto,False,196,3664,False,False,Go,345,345,2014-12-04 04:02:55,2016-09-22 10:58:40,https://godoc.org/golang.org/x/crypto
1244,golang,27522247,exp,golang/exp,False,34,8223,False,False,Go,168,168,2014-12-04 04:03:09,2016-09-20 06:31:40,https://godoc.org/golang.org/x/exp
1245,golang,27522251,image,golang/image,False,30,3190,False,False,Go,104,104,2014-12-04 04:03:23,2016-09-21 07:58:26,https://godoc.org/golang.org/x/image
1246,golang,27522259,mobile,golang/mobile,False,228,11681,False,False,Go,1869,1869,2014-12-04 04:03:35,2016-09-22 19:37:14,https://godoc.org/golang.org/x/mobile
1247,golang,27522271,net,golang/net,False,264,7509,False,False,Go,612,612,2014-12-04 04:03:57,2016-09-21 22:56:13,https://godoc.org/golang.org/x/net
1248,golang,27522282,sys,golang/sys,False,57,2248,False,False,Go,135,135,2014-12-04 04:04:15,2016-09-06 23:02:03,https://godoc.org/golang.org/x/sys
1249,golang,27522286,talks,golang/talks,False,33,83815,False,False,Go,288,288,2014-12-04 04:04:28,2016-09-23 01:16:28,https://talks.golang.org
1250,golang,27522295,text,golang/text,False,39,12895,False,False,Go,165,165,2014-12-04 04:04:38,2016-09-21 22:56:15,https://godoc.org/golang.org/x/text
1260,ruby,538746,ruby,ruby/ruby,False,3041,200904,False,False,Ruby,10621,10621,2010-02-27 15:55:23,2016-09-23 04:26:42,http://www.ruby-lang.org/
1263,ruby,20037550,rake,ruby/rake,False,381,4444,True,False,Ruby,728,728,2014-05-21 21:11:31,2016-09-21 00:19:18,https://ruby.github.io/rake
1264,scala,841941,legacy-svn-scala,scala/legacy-svn-scala,False,58,296706,True,True,Scala,386,386,2010-08-16 20:02:29,2016-09-22 23:27:33,https://github.com/scala/scala
1266,scala,2577071,scala.github.com,scala/scala.github.com,False,271,5791,True,False,JavaScript,238,238,2011-10-14 15:37:14,2016-09-17 00:05:18,http://docs.scala-lang.org
1267,scala,2888818,scala,scala/scala,False,1739,136282,False,False,Scala,6855,6855,2011-12-01 05:02:34,2016-09-23 02:36:48,http://www.scala-lang.org/
1269,scala,10566713,pickling,scala/pickling,False,73,67924,True,True,Scala,790,790,2013-06-08 09:37:07,2016-09-11 13:53:05,lampwww.epfl.ch/~hmiller/pickling
1273,rails,8514,rails,rails/rails,False,13334,347384,True,False,Ruby,32844,32844,2008-04-11 02:19:47,2016-09-23 05:19:11,http://rubyonrails.org
1274,rails,20547,acts_as_list,rails/acts_as_list,False,327,485,True,True,Ruby,395,395,2008-05-29 20:21:01,2016-06-03 07:22:08,http://rubyonrails.org
1275,rails,20550,acts_as_tree,rails/acts_as_tree,False,141,272,True,True,Ruby,279,279,2008-05-29 20:25:07,2016-07-15 18:52:04,http://rubyonrails.org
1276,rails,20553,auto_complete,rails/auto_complete,False,80,344,True,True,Ruby,215,215,2008-05-29 20:27:54,2016-05-09 17:08:45,http://rubyonrails.org
1277,rails,20556,exception_notification,rails/exception_notification,False,511,292,False,False,Ruby,892,892,2008-05-29 20:32:17,2016-07-24 13:25:13,http://rubyonrails.org
1278,rails,20559,in_place_editing,rails/in_place_editing,False,62,275,True,True,Ruby,230,230,2008-05-29 20:34:50,2016-05-09 17:08:45,http://rubyonrails.org
1279,rails,20563,open_id_authentication,rails/open_id_authentication,False,61,221,False,False,Ruby,293,293,2008-05-29 20:38:42,2016-06-14 19:34:54,http://rubyonrails.org
1280,rails,20571,ssl_requirement,rails/ssl_requirement,False,175,79,True,True,Ruby,323,323,2008-05-29 20:57:36,2016-09-21 08:59:20,http://rubyonrails.org
1281,rails,54029,country_select,rails/country_select,False,220,227,False,False,Ruby,180,180,2008-09-18 18:59:06,2016-05-26 07:51:06,http://rubyonrails.com/
1311,twitter,324088,thrift_client,twitter/thrift_client,False,72,657,True,True,Ruby,184,184,2009-10-02 01:00:57,2016-09-22 18:47:03,http://github.com/twitter/thrift_client
1312,twitter,341011,twurl,twitter/twurl,False,143,176,True,True,Ruby,861,861,2009-10-18 05:48:53,2016-09-17 04:33:28,http://opensource.twitter.com
1317,twitter,697976,snowflake,twitter/snowflake,False,487,5265,True,False,Scala,2840,2840,2010-06-01 20:32:15,2016-09-23 03:29:04,http://twitter.com/
1320,twitter,896439,scala_school,twitter/scala_school,False,846,91607,True,True,HTML,2689,2689,2010-09-08 15:39:28,2016-09-22 18:47:41,http://twitter.github.com/scala_school
1321,twitter,1007362,finagle,twitter/finagle,False,965,47861,True,False,Scala,5067,5067,2010-10-19 22:10:09,2016-09-22 22:08:28,http://twitter.github.io/finagle
1325,twitter,1401499,twitter.github.com,twitter/twitter.github.com,False,378,1142,True,True,HTML,654,654,2011-02-23 08:30:49,2016-09-21 04:13:14,http://twitter.github.io
1326,twitter,1424005,commons,twitter/commons,False,321,116638,True,True,Java,1197,1197,2011-03-01 00:10:02,2016-09-22 06:50:08,http://twitter.github.com/commons
1328,twitter,1527969,util,twitter/util,False,337,13369,True,True,Scala,1652,1652,2011-03-26 01:23:21,2016-09-22 08:24:02,http://twitter.github.com/util
1330,twitter,2249288,scrooge,twitter/scrooge,False,169,18891,True,True,Scala,505,505,2011-08-22 15:17:18,2016-09-21 20:03:43,http://twitter.github.io/scrooge/
1333,twitter,3029324,hogan.js,twitter/hogan.js,False,382,1175,True,True,JavaScript,4591,4591,2011-12-21 19:58:09,2016-09-22 18:48:34,http://twitter.github.com/hogan.js
1334,twitter,3098140,mysql,twitter/mysql,False,372,1377295,True,True,C++,1516,1516,2012-01-03 23:04:04,2016-09-18 23:40:37,https://github.com/twitter/mysql/wiki
1335,twitter,3146558,scalding,twitter/scalding,False,614,21955,True,True,Scala,2624,2624,2012-01-10 16:22:08,2016-09-22 03:42:27,http://twitter.com/scalding
1336,twitter,3163719,cassie,twitter/cassie,False,42,15904,True,True,Scala,252,252,2012-01-12 16:39:23,2016-07-20 14:36:55,http://groups.google.com/group/twitter-cassie
1337,twitter,3316953,effectivescala,twitter/effectivescala,False,446,1185,True,True,HTML,1652,1652,2012-01-31 17:35:25,2016-09-22 18:48:46,http://twitter.github.com/effectivescala
1338,twitter,3465312,finatra,twitter/finatra,False,249,22934,True,False,Scala,1376,1376,2012-02-16 23:55:29,2016-09-23 01:56:13,https://twitter.github.io/finatra/
1339,twitter,3509388,cassovary,twitter/cassovary,False,119,53523,True,False,Scala,852,852,2012-02-21 23:22:30,2016-09-22 06:59:27,http://twitter.com/cassovary
1343,twitter,4008692,ospriet,twitter/ospriet,False,54,1200,True,True,JavaScript,408,408,2012-04-12 19:53:12,2016-09-19 01:55:57,http://twitter.github.com/ospriet
1345,twitter,4057468,recess,twitter/recess,False,217,2268,True,False,CSS,2211,2211,2012-04-17 21:33:37,2016-09-14 23:59:04,http://twitter.github.com/recess
1346,twitter,4138309,ambrose,twitter/ambrose,False,202,14115,True,False,Java,1134,1134,2012-04-25 15:52:28,2016-09-19 10:20:20,http://twitter.com/ambrose
1349,twitter,4754525,iago,twitter/iago,False,138,1537,True,False,Scala,1208,1208,2012-06-22 18:44:42,2016-09-20 15:23:22,http://twitter.github.com/iago/
1350,twitter,4979256,twemcache,twitter/twemcache,False,131,831,True,True,C,753,753,2012-07-10 19:29:58,2016-09-22 18:49:05,https://twitter.com/twemcache
1352,twitter,5275507,algebird,twitter/algebird,False,209,5904,True,True,Scala,1324,1324,2012-08-02 17:24:42,2016-09-22 03:42:30,https://twitter.com/scalding
1353,twitter,5331282,hdfs-du,twitter/hdfs-du,False,63,1303,True,False,JavaScript,150,150,2012-08-07 17:52:22,2016-09-23 04:15:41,https://twitter.com/hdfsdu
1354,twitter,5433320,clockworkraven,twitter/clockworkraven,False,60,5616,True,True,Ruby,294,294,2012-08-16 00:37:46,2016-09-04 06:04:08,http://twitter.github.com/clockworkraven/
1356,twitter,5957708,summingbird,twitter/summingbird,False,230,8616,True,True,Scala,1779,1779,2012-09-25 22:38:35,2016-09-14 09:01:24,https://twitter.com/summingbird
1357,twitter,6235080,chill,twitter/chill,False,82,1088,True,True,Scala,360,360,2012-10-15 22:01:08,2016-09-22 15:27:56,https://twitter.com/scalding
1364,twitter,8297888,typeahead.js,twitter/typeahead.js,False,2668,6152,True,False,JavaScript,13302,13302,2013-02-19 19:45:01,2016-09-23 02:49:10,http://twitter.github.com/typeahead.js/
1365,twitter,9607155,twitter-server,twitter/twitter-server,False,118,4571,True,False,Scala,605,605,2013-04-22 19:34:36,2016-09-21 20:27:40,http://twitter.github.io/twitter-server/
1366,twitter,10802570,interactive,twitter/interactive,False,55,355439,True,False,ApacheConf,188,188,2013-06-19 18:10:33,2016-09-21 20:21:21,http://twitter.github.io/interactive
1368,twitter,10953866,hraven,twitter/hraven,False,52,3095,True,False,Java,113,113,2013-06-26 00:11:35,2016-08-30 15:28:25,https://twitter.com/twitterhadoop
1370,twitter,15347941,hpack,twitter/hpack,False,35,264,True,False,Java,131,131,2013-12-20 20:52:48,2016-09-18 06:50:28,https://twitter.com/http_2
1372,twitter,25490248,wordpress,twitter/wordpress,False,40,347,True,False,PHP,158,158,2014-10-20 22:52:43,2016-09-18 19:03:35,https://dev.twitter.com/web/wordpress
1375,twitter,26291683,twemoji,twitter/twemoji,False,657,400186,True,False,JavaScript,5516,5516,2014-11-06 21:49:34,2016-09-22 18:51:18,http://twitter.github.io/twemoji
1379,twitter,32102178,mysos,twitter/mysos,False,74,720,True,False,,620,620,2015-03-12 20:59:05,2016-09-06 01:35:39,https://twitter.com/ApacheCotton
1380,twitter,33147632,twitter-kit-android,twitter/twitter-kit-android,False,92,3202,True,False,Java,322,322,2015-03-30 20:54:42,2016-09-22 10:05:10,https://twitter.com/fabric
1382,twitter,36312729,digits-android,twitter/digits-android,False,57,1614,True,False,Java,208,208,2015-05-26 17:37:05,2016-09-22 00:42:43,https://twitter.com/digits
1383,twitter,36889676,labella.js,twitter/labella.js,False,96,3463,True,False,JavaScript,3370,3370,2015-06-04 19:02:35,2016-09-22 18:52:05,http://twitter.github.io/labella.js/
1384,twitter,40621327,diffy,twitter/diffy,False,225,254,True,False,Scala,2718,2718,2015-08-12 19:58:04,2016-09-15 09:49:54,https://twitter.com/diffyproject
1386,twitter,43158694,heron,twitter/heron,False,391,147276,True,True,Java,2363,2363,2015-09-25 16:09:24,2016-09-23 04:51:28,http://heronstreaming.io
1389,twitter,50056934,distributedlog,twitter/distributedlog,False,229,8109,True,True,Java,2007,2007,2016-01-20 20:07:32,2016-09-22 13:56:23,http://distributedlog.io
1393,Netflix,2049379,curator,Netflix/curator,False,337,7545,True,True,Java,1460,1460,2011-07-14 19:47:55,2016-09-23 03:22:32,http://netflix.github.com/curator
1397,Netflix,3157953,aws-autoscaling,Netflix/aws-autoscaling,False,79,17,True,True,Shell,369,369,2012-01-11 22:29:55,2016-09-21 08:21:02,https://github.com/Netflix/aws-autoscaling/wiki
1401,Netflix,4398942,asgard,Netflix/asgard,False,423,26590,True,True,Groovy,2122,2122,2012-05-21 21:24:15,2016-09-22 02:57:55,http://netflix.github.com/asgard
1425,Netflix,10828921,genie,Netflix/genie,False,139,13132,True,True,Java,523,523,2013-06-20 20:35:56,2016-09-22 03:35:39,http://netflix.github.io/genie
1445,Netflix,30732364,falcor,Netflix/falcor,False,290,19556,True,True,JavaScript,6734,6734,2015-02-13 00:17:50,2016-09-23 04:31:12,http://netflix.github.io/falcor
1446,Netflix,31442355,vector,Netflix/vector,False,121,10940,True,False,JavaScript,2028,2028,2015-02-27 22:41:44,2016-09-23 05:15:40,http://vectoross.io
1450,Netflix,38009927,falcor-router-demo,Netflix/falcor-router-demo,False,34,391,True,True,JavaScript,156,156,2015-06-24 20:43:19,2016-09-06 20:04:10,http://netflix.github.io/falcor
1459,mongodb,108050,mongo-java-driver,mongodb/mongo-java-driver,False,983,46383,False,True,Java,1587,1587,2009-01-15 15:16:29,2016-09-21 09:13:08,https://mongodb.github.io/mongo-java-driver
1460,mongodb,108051,mongo-python-driver,mongodb/mongo-python-driver,False,688,14342,False,False,Python,1788,1788,2009-01-15 15:18:06,2016-09-22 20:48:41,http://api.mongodb.org/python
1461,mongodb,108110,mongo,mongodb/mongo,False,2785,352652,False,True,C++,10062,10062,2009-01-15 16:15:18,2016-09-23 03:18:07,http://www.mongodb.org/
1462,mongodb,108125,mongo-ruby-driver,mongodb/mongo-ruby-driver,False,435,34492,False,False,Ruby,1274,1274,2009-01-15 16:40:45,2016-09-22 18:46:31,http://api.mongodb.org/ruby
1463,mongodb,121842,mongo-php-driver-legacy,mongodb/mongo-php-driver-legacy,False,364,13820,False,False,PHP,1099,1099,2009-02-04 21:30:35,2016-09-20 02:44:13,https://pecl.php.net/package/mongo
1464,mongodb,143950,mongo-perl-driver,mongodb/mongo-perl-driver,False,104,9374,False,False,Perl,181,181,2009-03-05 21:14:18,2016-09-20 09:25:18,http://www.mongodb.org/display/DOCS/Perl+Language+Center
1466,mongodb,309009,mongoid,mongodb/mongoid,False,1215,19878,False,False,Ruby,3417,3417,2009-09-16 16:24:56,2016-09-22 18:47:02,http://mongoid.org
1468,mongodb,462292,node-mongodb-native,mongodb/node-mongodb-native,False,1068,80413,False,True,JavaScript,5045,5045,2010-01-07 12:50:50,2016-09-23 03:06:03,http://mongodb.github.com/node-mongodb-native/
1469,mongodb,618140,cookbook,mongodb/cookbook,False,90,511,False,False,Ruby,338,338,2010-04-19 17:15:51,2016-09-13 07:22:17,http://cookbook.mongodb.org/
1470,mongodb,699689,mongo-csharp-driver,mongodb/mongo-csharp-driver,False,717,42634,False,False,C#,1443,1443,2010-06-02 18:22:21,2016-09-20 14:39:31,http://mongodb.github.io/mongo-csharp-driver/
1472,mongodb,1035659,casbah,mongodb/casbah,False,122,43918,False,False,Scala,504,504,2010-10-29 18:39:30,2016-09-22 18:47:43,http://api.mongodb.org/scala/casbah
1473,mongodb,2446718,docs,mongodb/docs,False,1045,59377,False,False,Python,441,441,2011-09-23 20:57:35,2016-09-13 20:45:37,http://docs.mongodb.org
1482,mongodb,19514152,mongo-php-driver,mongodb/mongo-php-driver,False,82,4845,True,False,PHP,266,266,2014-05-06 23:18:32,2016-09-22 02:54:09,https://pecl.php.net/package/mongodb
1484,mongodb,27557391,mongo-php-library,mongodb/mongo-php-library,False,85,3573,True,True,PHP,279,279,2014-12-04 19:55:40,2016-09-22 18:24:38,http://mongodb.github.io/mongo-php-library/
1485,mongodb,35964690,mongo-spark,mongodb/mongo-spark,False,33,1705,False,True,Scala,136,136,2015-05-20 17:59:42,2016-09-23 03:35:30,https://docs.mongodb.com/spark-connector/
1487,github,401025,hub,github/hub,False,826,5568,True,False,Go,9185,9185,2009-12-05 22:15:25,2016-09-23 01:58:26,http://hub.github.com/
